Indonesia,Simalungun
kain merah,hasumba
kain; sarung,hiou
kais,haer
kais,hais
kais,hear
kaiskan,haishon 
kait,hait
kait; kaut,hait
kaitan,haitan
kajang,hajang
kakak,kakak
kakek,ompung
kaki,haes
kaki,hais
kaki,kateas
kaki,nae
kaki,nahei
kaki,ne
kaki,sagakan
kaki,teas
kaki atau tangan,pehul
kaki ter,ranggang
kaki ter- kangkang karena jatuh (ter- jengkang),ranggang
kaktus,hatengget
kalah,alah
kalah,lehleh
kalajengking,gossipgolang
kalau,angga
kalau,asal
kaleng,ayan
kaleng,hopi
kali,hali
kali,halian
kali,torab
kalian,hanima
kalian,nansiam
kalung,aliali
kalung,sinokok
kalung,sinongkuk
kalung ( kalung berisikan obat untuk bayi laki- laki),aliali
kalung biji yang,moning
kalung biji yang jernih rupanya,moning
kamar,hamar
kamar,kamar
kamar tidur,biluk
kambing,hambing
kambing bandot,bajar
kambing bandot;,bajar
kami,hanai
kami,hanami
kampak,kapak
kampung,desa
kampung,dusun
kampung,huta
kampung,nagori
kampung di Raya,Limag
kampung; dusun,huta
kamu,hanima
kamu ; anda,ham
kanan,siamun
kancil,paes
kandang,hadang
kandang,handang
kandang,harang
kandang,parmahanan
kandang babi,lobu
kandang kuda,jambur
kandis,handis
kangkang,hangkang
kangkung,kangkung
kanker,isuk
kantong,hunsang
kantong,kussang
kantong; saku;  huntam [huntam] v ikat mulutnya,hunsang
kantuk,edep
kantuk,medep
kantung pundi,lantang
kantung pundi tempat sirih,lantang
kapak,hapak
kapal,kapal
kapan,andigan
kapan,nandigan
kapan,nantigan
kapas,hapas
kapas,kapas
"kapuk hapas	[hapas]	n		bunga kecombrang	yang		sudah",hapas
kapur,hapur
kapur,tasak
karat,tusik
karena,alani
karena,halani
karena; sebab,halani
karib,sangkan
karma karena lupa,pipot
karma karena lupa akan janji atau karena tidak tahu balas budi,pipot
karung,sumpit
kas n,suak
kasar,barsang
kasar,hasar
kasar,horsang
kasar,jolgah
kasar,jorgah
kasar,podu
kasar,sogar
kasar,sorgang
kata,hata
kata,hung
kata,ninta
kata,sahap
kata,umbalos
kata atau ucapan untuk,pus
kata atau ucapan untuk memanggil atau mengusir kucing,pus
kata basa,ejek
kata basa-basi dalam percakapan,ejek
kata kita,ninta
kata penunjuk orang ketiga,si
kata permulaan pada,pat
kata permulaan pada umpama; bunga kata untuk menarik perhatian bagi orang yang akan mendengar umpama atau pantun,pat
kata untuk memanggil,nu
kata untuk memanggil babi,nu
kata yang biasa,mari
kata yang biasa dipakai dalam mantera,mari
kata yang digunakan,seis
kata yang digunakan,tabi
"kata yang digunakan untuk mendapatkan persetujuan atau izin (untuk melakukan sesuatu,	ingin		lewat,	dsb) sebagai penanda kesopanan",tabi
kata yang digunakan untuk mengusir anjing,seis
kata yang diucapkan,nah
kata yang diucapkan,nam
kata yang diucapkan,neh
kata yang diucapkan saat memberi,nah
kata yang diucapkan seseorang ketika menyerahkan sesuatu kepada orang yang lebih dihormati,nam
kata yang diucapkan untuk menyuruh orang pergi,neh
kata yang tidak berbobot,hopur
katak,jokjok
katak,polang
katak,tohuk
katak (yang hidup di sungai),tohuk
katakan,hatahon
katakan,hatahon 
kata-kata awal atau pembuka kalimat mantera- mantera di Simalungun,hung
kata-kata yang diucapkan dalam tangisan untuk meratapi kematian mertua,umbalos
kataku,bangku
kataku,ningku
katanya,nini
kati,kati
kau; anda,ho
kaum haut [haut] n sangkut; kait,haum
kawan,hasoman
kawan,hawan
kawan,huan
kawan,siatup
kawan,soman
kawan bicara,saparbualan 
kawan; teman,huan
kawat,hawat
kawat,horah
kawin lari,luah 
kawin lari,mangaluah 
kawin semarga,jumbar
kaya,bajak
kaya,bayak
kaya,mora
kayu,dangadanga
kayu,hanawei
kayu,hayu
kayu api,sagadon
kayu api,soban
kayu api yang besar,sagadon
kayu bakar,bintatar
kayu bergetah,rubei
kayu lapuk,dangadanga
kayu raja,tualang
kayu tumbang,rompoh
kayu yang berapi,howot
kayu yang tumbang,rompoh
kayu; batang,hayu
kayuh,hayuh
kayuh,kayuh
kayuh,luga
ke,hu
ke,panagolan
ke  sana  ke  mari; melanglang buana,erdak
ke mana,huja
ke- ponakan,panagolan
ke sana,hujadui
ke sana,hujai
ke sana,hujan
ke sana ke mari,erdak
ke sini; kemari,hujon
ke situ,hujin
keadaan,nungnang
keadaan bertengkar,nungnang
keanggotaan,hapagorion
keanggotaan,hapagorion 
keasyikan,hirtap
kebal,apung
kebal,hobal
kebal,muntul
kebaya,kobaya
kebenaran,habonaron
keberadaan,paradongi 
keberatan,okoh
keberatan (orang yang tampak keberatan mem- bawa beban),okoh
kebersihan,haborsihon 
keberuntungan,haokangon
keberuntungan,haokangon 
keberuntungan,hatuahon
kebiasaan,hasomalon
kebiasaan dengan,pansa
kebiasaan dengan menggunakan empat,pansa
kebingungan,marhimong
kebun,dagang
kebun,kobun
kecambah,gusta
kecambah; ,gusta
kecapi,husapi
kecewa,bongal
kecewa,hiran
kecibung,sangkuttoi
kecil,enel
kecil,eneng
kecil,etek
kecil,etel
kecil,eteng
kecil,punak
kecil,tangkidik
kecil hati,hutuk
"kecil hati; marhutuk	v		berkecil	hati",hutuk
kecil tapi tampan,lenter
kecil-kecil,muhut
kecoa,ipos
kecoa; coro,ipos
kecuali,sobali
kecuali,subali
kedai,hodei
kedai,kodei
kedamaian,hadameion
kedamaian,hadameion 
kedatangan,parrohni
kedegilan,pahengkengon
kedinginan,borgohan
kedip,hirdop
kedua belah,rombang
kedua belah pihak,rombang
keemasan,haomasan 
kegelapan,hagolapon 
kegembiraan,hamegahon
kegembiraan,hamegahon 
kegemparan,pagomparkon
kehati,hapangkeian
kehilangan,agoan
kehilangan,hagou
kehilangan; teringat pada seseorang pada keadaan yang telah lampau,hagou
kehormatan,hasangapon 
kehujanan,haudanan
kehujanan,haudanan 
keinginan,hangalan
keinginan,sura
keinginan hati,munjar
keinginan tidak sampai,alokon
keinginan tidak sampai,alug
keinginan yang tidak tecapai,hangalan
kejadian,masa
kejahatan,"hajungkatan 
"
kejap,hidop
kejar,ayak
kejar,dakdak
kejar,tulus
kejut,dosak
kejut,hirjat
kejut,songgot
kejutan,songgot
kekasih,hasian
kekayaan,habayakon 
kekecilan,haetekon 
kekenyangan,egab
kekeringan,hahorahan 
kekuatan,hagogohan
kekurangan,hurangan 
kelabang,sisibang
kelabu,hulabu
keladi,birah
keladi,hae
keladi,haladi
keladi hutan,antorkis
keladi; talas,haladi
kelahi,tinggil
kelahiran,hatubuhan 
kelakar,gereh
kelakar,huria
kelakuan,gabei
kelamaan,hausangon
kelamaan,"madokahton 
"
kelambu,hulambu
kelambu,masabun
kelamin wanita,gendeng
kelapa,halambir
keledai,halode
kelelahan,halojaan
kelelahan,halojaan 
kelelahan,holteon
kelelawar,arip
kelelawar,boluk
kelelawar,haluang
kelelawar,lingkaboh
kelelawar (yang besar),haluang
kelemah,halamlamon
kelewang,gadubang
kelihatan,haidahan
kelihatan,haidahan 
kelihatan,hatonggoron
kelihatan,hatonggoron 
keliling,liot
keliling,liut
keling,koling
kelonggaran,halumbangan 
keluar,kaluar
keluar,mandarat
keluar,mandarat 
keluar,pardarat
keluar,turak
keluar (tentang keringat),turak
keluar air mata,tariluh 
keluar kembali,mungkal
keluarga dekat,sindohor
keluarkan,rungrung
keluh kesah,holsoh
kelupas,albak
keluyuran,aor
kemaluan,diladila
kemaluan,hailaon
kemaluan,posong
kemaluan laki,natu
kemaluan laki-laki,natu
kemaluan perempuan,tete
kemaluan wanita,diladila
kemana,huja
kemangi,humange
kemanjuran,hapusuhan
kemarahan,buragason
kemarau,logo
kemarin,nantuari
kemasukan,rasuk
kemasukan (jin),rasuk
kemasyhuran,hasaron 
kematian,"hamateian 
"
kembalikan,pasuang
kembang,hepar
kembang,hombang
kembar,lindut
kembar; sama rupanya,lindut
kembung,gonjong
kemenangan,hamonangan
kemenangan,hamonangan 
kemenyan,dahupa
kemenyan,hamonan
kemerahan,hagergeron 
kemiri,gambiri
kemiskinan,hapogoson
kemiskinan,"hapogoson 
"
kemiskinan,hasombuhon
kemiskinan,hasombuhon 
kempis,helpus
kena,hona
kena,turikon
kena  sedikit; tersentuh; tersinggung,eos
kena batu,tarbatu 
kena bopeng,turikon 
kena hukum,mogar
kena pagar hondot,tarhondor 
kena tarik,targeret 
kenabian,hanabion
kenang,radang
kenang- kenangan,manoh
kenapa,mahua
kenapa; bagaimana keadaan,mahua
kencang,gabur
kencing,nonok
kencing,oyok
kencing,sahor
kencing,taga
kencur,hasowor
kendur,hondur
kendur,honjor
kening,dumut
kental,hoduh
kental,hotkot
kental,melhat
kentang,hantang
kentongan,tandang
kentut,busbusan
kentut,muntut
kentut,untut
kentut (buang angin),muntut
kenyang,bosur
kenyang betul,gojong
keong,keong
kepada,hubani
kepahitan,hapaetan 
kepal,hopol
kepal,pohul
kepal; genggam,pohul
kepala,jarunjung
kepala,pangulu
kepala,ulu
kepala (ragam halus),jarunjung
kepalan,pohul
kepanasan,hamilasan 
kepanasan,hodogan
kepanasan,hodogan 
kepanasan,mohop
kepanasan; kegerahan,mohop
kepandaian,hapandeian 
kepenuhan,hagokon 
kepercayaan,haporsayaan
kepiting,ganjou
kepompong,utut
kepunyaan,ajang
kepunyaan,alikan
kepunyaan,artikan
kepunyaan,atikan
kepunyaanku,gio
keputusan yang,unggul
keputusan yang diambil orang tua ketika anak perempuannya akan menikah,unggul
kera,hereh
kerabat laki,tondong
kerabat laki- laki dari pihak ibu,tondong
kerabu,hurabu
kerah,harah
kerahkan,"harahkon 
"
kerajaan,harajaon
kerajinan,hapongkutan
kerajinan,hapongkutan 
kerak,kuskus
kerak (nasi),kuskus
keramahan,habasaran 
kerang,horang
keranjang,haranjang
keranjang panjang yang hanya dapat diangkat dan dipikul di pundak,jangkat
keranjang rotan,hudei
keranjang rotan yang bentuknya bulat dan pakai tutup,hudei
keranjang tempat,raga
keranjang tempat ayam bertelur,raga
kerap,sakah
keras,gingging
keras,jeger
keras,jogal
keras,jogar
keras,mapir
keras,morsik
keras,pihir
keras,pir
keras,rangit
keras,tenger
keras kepala,tajal
keras kepala,tendel
keras; kuat,jeger
kerat,horat
kerat,horot
kerbau,horbou
kerdil,rorang
kerdil,rosa
keresahan,hamengason 
kereta angkung (yang ditarik oleh manusia),hongkong
kering,hiang
kering,horah
kering,horing
kering sekali,horjal
keringat,hadogas
keringat; peluh,hadogas
keringkan,aroh
keringkan,pahorah 
keris,horis
keriting,halingking
kerja,hobas
kerja,horja
kerja,marharoan
kerja bakti,marharoan
kerja paksa,rodi
kerjakan,horjahon
kerjapaksa,rodi
kero,juling
kerongko,tolonan
kerongko- ngan,tolonan
keroyok,karoyok
keroyok kasang [kasaG] n kacang kasar [kasar] a kasar,karoyok
kertas,harotas
kertas,hortas
keruh,gombur
keruh,lintok
keruh,lotok
kerumun,hirap
kerumun,lutung
kerumun,porgam
kerumun,rongom
"kerumun; marhirap		v	berkerumun karena diberi makanan (tentang binatang)",hirap
keruntung,taduhan
kerutan,luk
kesal,ilei
kesalahan,halepakon
kesalahan,halepakon 
kesana,hujadui
kesana,hujan
kesanggupan,hua
kesatuan,hasadaon 
kesayangan,"haholongan 
"
kesehatan,hatorkisan
kesempatan,hasompatan
kesempatan,hasompatan 
kesempitan,sompitan 
kesengsaraan,hamarsikon
kesialan,hasialan
kesitu,hujin
kesopanan,hasupanan 
kesukaan,harosuh
kesulitan,hapayahan 
kesunyian,lungunan 
kesusahan,hagalutan
kesusahan,hagalutan 
kesusahan,hasunsahan
ketagihan,katagih 
ketahuan,tarbotoh 
ketajaman,hamarotan 
ketam,hotam
ketam; alat serut untuk melicinkan kayu,hotam
ketat,hopos
keterusan,hanunuton 
ketiak,kihik
ketiak,taheak
ketika,antaran
ketika,labang
ketika,sanggat
ketua,pangituai
ketua adat,pangituai
ketulangan,ongkakkon 
ketupat,katupat
keturunan,rindang
keturunan,tinjak
khianat,tahi
khotbah,ambilan
ki,parbagianan
ki bual,orngak
ki mematikan,pongkik
ki mengukur jalan: anjah dansa horjani tiap ari mengukur jalan kerjanya setiap hari,anjah
ki sangat iri,milas
ki tidak mudah mengerti,majal
kibas,awas
kibas,sabsab
kibas,sarsar
kibaskan,hisab
kijang,balding
kijang,balua
kijang,bolkih
kikir,dogil
kikir,dohir
kikir,holit
kikir,kihir
kikis,gougou
kikis,habus
kikis (alat yang dibuat dari bambu),gougou
kilat,dejeb
kilat,hilap
kilat,inal
kilat,linou
kilat; berkilat; mengkilap; bercahaya,linou
kilau,jirlak
kilau-kemilau;berkilap,jirlak
kipas,hipas
kipas,sompul
kipas anglo,sampul
kira,agak
kira,hira
kira,kira
kira-kira,agak
kira-kira,kira
kiri,siambilou
kiri,sikaos
kiri,singkaes
kirim,hirim
kirim,tongos
kiriman,tinongos
kisi,jaring
kita,hita
kl,mu
kocok,hiat
kocok,segu
kocok (tentang kartu),segu
kodok,sarigupgupan
kokoh,jonggur
kol,kol
kolak,kolak
kolang,haltu
kolang-kaling,haltu
kolong,tongkarang
kolong rumah,tongkarang
kolor,kolor
konde,sanggul
konsep,honrap
konsep; ,honrap
kopi,kahawa
korek,golat
korek api,loting
korek api,solok
kosong,lumei
kosong,lungam
kosong,olat
kosong  tidak berisi,lumei
kota Mekah,mokah
kotek,gegek
kotek,hotek
kotek; ,gegek
kotor,butak
kotor,dursat
kotor,kotor
kotor (diucapkan kepada orang yang mukanya kotor),hopam
kotor: dorsa tangoran dakdanak ai anak itu kotor sekali,dorsa
kotoran,butak
kotoran gigi,sondahi
koyak,ruak
koyak lebar,solar
Kr balai,jambur
Kr tumbuh,turah
kuasa,kuasa
kuat,botang
kuat,gogoh
kuat,gomos
kuat,huat
kuat,jengkeng
kuat bekerja,tuakal
kuat dan bising,dongas
kuat hati,nadom
kuat makan,laga
kuat suaranya,maling
kuatkan hati,hirpas
kuatkan hati; tekat,hirpas
kubur,hubur
kuburkan,huburhon
kuburkan,huburhon 
kucing,hunang
kucing,huting
kucing jantan,turan
kuda,huda
kuda,tandur
kuda-kuda,tandur
kudapan,tambul
kudis,baro
kudis,kudis
kudis,rutu
kudisa,kudison 
kudisan,rutuon
kudisan barsang,baroon 
kue kepang,gepang
kuku,silon
kuku,sisilon
kuku (binatang),tambirik
kukuran,kuhuran
kukuran,kuhuran 
kulakasar,barna
kulit,huling
kulit,hulit
kulit,sibur
kulit binatang,bobak
kulit gatal,deledele
kulit kambing,ampangampangan
kulit kayu,laklak
kuman,simu
kumbang,borong
kumbang yang suka di kotoran,meong
kumbuh,ibus
kumis,gumis
kumis,mise
kumpul,himpang
kumpul,lou
kumpul,pulung
kumpul,rugun
kumpulan bunga,rudang
kunang,salipotpot
kunang kunang,salipotpot
kunci,oruk
kuning,gorsing
kuning,huning
kuning,sigorsing
kunyah,hursap
kupang,hupang
kupas,amis
kupas,hubak
kupas (dengan tipis),amis
kupas; ,hubak
kura,antipa
kurang,angkar
kurang,antil
kurang,hurang
kurang,tangkir
kurang,telpak
kurang,urak
kurang (tidak cukup),antil
kurang meng- indahkan,leas
kurang mengindah,layas
kurang mengindah- kan,layas
kurang mengindahkan,leas
kurang sopan,lantas
kurang tepat,sampir
kurang tidur: angkar ma au nabodari aku kurang tidur semalam,angkar
kurangmasak,angkar
kurap,hurap
kurap,kurap
kurapan,kurapon 
kursuk,hursak
kurung,hurung
kurungan,hurungan 
kurus,erung
kurus,hurus
kurus,merung
kurus,tehor
kurus kering,hortang
kusam,husom
kusir,sais
kusta,gadam
kusut,hatuyut
kusut,litur
kusut,osal
kusut,rundut
kusut (rambut tidak disisir),hatuyut
kutang,kutang
kutil,buku
kutip,hutip
kutip,iduk
kutip; kutipan; ,iduk
kutipi,hutipi
kutu,hutu
kutu,tusa
kutu ayam,tungou
kutu busuk,botu
kutu busuk,tangah
kutu yang,gomit
kutu yang baru menetas,gomit
kutuk,bura
kutuk,papa
kutuk,sapata
laba,lawah
labu,gundur
labu,hondi
laci meja,lansi
"lada, merica",lada
ladam,ladam
ladang,juma
ladang,ladang
laga,sabung
lagi,nari
lagi,ope
lagi,openi
lagi,pedo
lagi,usei
lagu,doding
lagu,edeng
lagu,inggou
lagu,lagu
lagu yang dinyanyikan wanita waktu terang bulan,ilah
lagu yang hanya dinyanyikan oleh wanita se- waktu terang bulan,ilah
lagu; iraman,inggou
lah,do
lah,lah
lah;  saja,lah
lahap,malaga
lahir,hana
lahir,tubuh
lain,daul
lain,laig
lain,lain
lain,panjil
lain,paol
lain: pandir dahassa  pangulahni lain saja perbuatannya,pandir
lain; tersisih; asing,laig
laki,dalahi
lakukan,jampang
lalai,lansei
lalai,lansu
lalai,lengah
lalai,lolei
lalai,lolos
lalai,palei
lalai; kurang hati- hati,lansei
lalai;lamban,palei
lalat,lanog
lama,dokah
lama,laon
lama,usang
lama menanti,porngi
lama sekali,leler
lama sekali,longgou
lamban,datei
lamban,patei
lambat,asak
lambat,asok
lambat,bandat
lambat,gaga
lambat,lambat
lambat,nanggei
lambat mengerjakan,lalei
lambat mengerjakan sesuatu,lalei
lambat; pelan,lambat
lampu,lampu
lampu,suluh
lampuyang; sejenis kunyit,lampuyang
lancar berbicara,heper
lancar berbicara; fasih,heper
lancip; tirus; meruncing,lipur
landai,sarande
landai,sayag
landak,landak
landasan,bopbopan
landasan,nangar
landasan dari kayu,bopbopan
langit,kalah
langit,langit
langkah,jangkah
langkah,langkah
langkah,layang
langkah; ,langkah
langkahi,layangi 
langlang buana,hajap
langsat,jontikon
langsat,langsat
lantai,dasor
lantai,lantei
lantai dekat,dadadur
lantai dekat dapur (terdapat pada rumah bertangga),dadadur
lantam,dulmit
lantam,jabir
lapang,lambas
lapang,lapang
lapang,luap
lapang; jalan yang selalu dilalui binatang atau manusia,lapang
lapang; luas,lambas
lapar,gajur
lapar,gayur
lapar,hodar
lapar,ipus
lapar,lapar
lapar,lohei
lapar,tuktodung
lapis,dapardapar
lapis,lampis
lapis,lapis
lapis kulit,lambak
"lapis, lapisan",dapardapar
lapis; pem- bungkus,lampis
lapuk,dotei
lapuk,lapuk
larang,bahang
larang,larang
larang,pandang
larang,panjar
larang,sarang
larat,lalir
lari,arjang
lari,goros
lari,gubug
lari,lintun
lari,pojong
lari,pondir
lari,porus
lari kencang,anjis
lari sekampung,buhar
lari sekampung dikejar musuh,buhar
larikan,bojing
larikan,iluahon 
larikan,luahon 
larikan,"melarikan diri  
luahon "
lasak,hutiltal
latah,heter
latah,huletor
lauk pauk dari,gulei
lauk pauk dari daging,gulei
laut,laut
lawan,alo
lawan,imbang
lawan,lawan
lawan,taban
lawan; saingan; ; ,imbang
layak,dayong
layan,idang
layar,layar
layar,tirei
layar atau,halingkip
layar atau tutup lobang yang sering dihias dengan ornamin (gorga),halingkip
layu,hangar
layu,hoyu
layu,hurleh
layu,los
layu,moyuk
lebah,bonbon
lebah,daldal
lebah,lobah
lebah kecil,ranggiting
lebah kecil penghasil madu,ranggiting
lebah; naning,daldal
lebar,hembang
lebat,humala
lebat,mapor
lebat,rabut
lebat,radig
lebat,rambing
lebat,ramos
lebat (buah),harunrun
"lebat;  lebat, subur, dan merata",humala
lebih,iba
lebih,inggan
lebih,lobih
lebih,melhatan
lebih,pinsuran
lebih,pintoran
lebih,rangkahan
lebih,rengesan
lebih,siakan
lebih,sulur
lebih,ummurah
lebih,undaoh
lebih,unjorgit
lebih baik,rahanan
lebih dahulu,mula
lebih dulu,parlobei 
lebih kasih,maidop 
lebih kurus,merungan 
lebih sesat,hakahouan
lebih; amat,inggan
lebih; terlebih,iba
lebur,lobur
leher; ;  diri,borgok
lekang,lungkang
lekas,jais
lekas,olos
lekas-lekas; terburu- buru,jais
lekat,rapit
lekat,rati
lekuk,lehuk
lelah,loja
lelah,sadih
lelah dan lapar,holte
lelah; letih; penat,loja
lelaki,lalahi
lemah,dordor
lemah,galek
lemah,modei
lemah,uguh
lemah kurus,moyut
lemah lembut,lajoh
lemah lembut,layoh
lemak,laboh
lemak,lamok
lemak kemiri,mangida
lemak; zat minyak yang melekat pd daging; gemuk,lamok
lemang,lilis
lemang,lomang
lemang,tibis
lemari,lamari
lemas,gale
lemas,lepe
lemas,malpas
lemas,monggak
lemas: hayuni ai galek songon pasukni dahu kayu ini lemas seperti pucuk pakis,galek
lembab,holnoh
lembab,malbas
lembab; tidak kering benar; agak basah,malbas
lembah,suah
lembar,lambar
lembek,dayuk
lembek,doluh
lembek,gayak
lembek,loju
lembing,buringan
lembing,palait
lembu,lombu
lembu jantan,jonggi
lembut,lamlam
lembut,monis
lembut: alus do tilam ai tilam itu  lembut,alus
lembut; lemah lembut; sejuk,lamlam
lempar,bontir
lempar,danggur
lempar,deber
lempar,deter
lempar,gijig
lempar,ompong
lempar,pastap
lemparan,dangguran
lemparan,gijigan 
lemparkan,"deberhon 
"
lemparkan,"deterhon 
"
lender,geder
lendir,godir
lendir,lender
lendir; ,lender
lengan,batokan
lenggang,eal
lenggok tari,ondok
lengket,palit
lengket,rohat
lengkuas,halawas
lengkuas,laja
lengkung,holbab
lengkung,pegol
lengkung,pegut
lentera,tallung
lenting,londut
lentur,damir
lepas,halus
lepas,harhar
lepas,luah
lepas,maluah
lepas,poyut
lepas,tanggal
lepas dari,bansah
lepas dari bahaya,bansah
lepas; urai,harhar
lepaskan,guashon
lepat,lampet
lepat,lopat
lereng,arban
